dochod	wydatki	sklepy	mieszkan	ksiegozb	ludoczys	apteki	lekarze	regon	bezrobot	oferty	deficyt
1501,895389	1487,155899	11,368261910	37	4,038843984	0,5975460840	1,744490318	1,2211432230	70,82630691	0,2541722390	0,000000000	14,739490
1213,651302	1250,163808	10,905296860	43	4,763370780	0,3409370270	2,143898465	1,0576565760	65,80339022	0,0998770830	0,000000000	-36,512506
1219,616469	1212,844261	9,447243987	228	3,820657715	0,6011185230	2,038973522	1,3884438750	76,52947288	0,2078976240	2,521950308	6,772208
1295,494378	1342,348740	14,566357370	166	4,155542608	0,4926211620	2,521936499	1,7566592170	97,04237723	0,1732831270	0,000000000	-46,854362
2119,733470	2156,539326	13,884396800	912	3,437139029	0,9960899600	3,523079056	3,0783625190	122,30282310	0,1202929350	5,281352026	-36,805856
1431,161801	1465,010509	9,297445916	225	4,133510600	0,4981097610	1,718399537	1,2933217570	65,33535924	0,2377722310	0,532521871	-33,848708
1240,843082	1287,388723	12,080404000	121	2,981327713	0,6750739110	2,970591148	1,5984609510	88,74994695	0,2117890030	2,404488378	-46,545641
1306,640174	1313,735207	13,042655330	121	5,029870778	0,2851317170	1,892733624	1,0496068280	57,22938211	0,1872085620	0,919117647	-7,095033
1336,727724	1328,891172	13,432423610	228	3,050767029	0,3414848480	2,008586708	1,0921690230	62,00256095	0,2296316750	0,874699322	7,836552
2397,096878	2375,453875	13,077231140	278	4,043005453	0,9793136380	2,695542343	5,3217707400	143,24882170	0,1088537010	12,452242820	21,643003
1378,548256	1333,368597	6,898420394	93	4,073224316	0,2514188630	1,977254253	0,8128711930	63,68955644	0,1092030200	3,889484979	45,179659
1208,756513	1233,817990	10,652255400	26	3,652239785	0,3741565660	2,967637136	1,3276271400	52,46470074	0,2331313260	0,535977489	-25,061477
1413,871375	1446,328857	7,893822694	185	4,367919217	0,1240252510	1,197848664	0,4432040060	46,57235605	0,2091922910	0,458085204	-32,457482
2377,105687	2431,737155	18,944419870	102	3,150191656	0,9939739050	2,948547840	3,5198289840	109,92554920	0,2266696150	5,203252033	-54,631468
1136,132901	1160,637325	12,204424100	202	3,006678532	0,4916518350	2,881600136	1,8221883210	77,40486482	0,2417154000	0,000000000	-24,504424
1253,800870	1229,738605	12,913872590	45	4,125628667	0,2900513410	1,833612741	1,2442372170	77,62730511	0,1765507120	2,225519288	24,062265
1239,003755	1309,431183	11,839174030	441	3,031049433	0,4720523550	1,893258108	1,2558612120	87,51270061	0,1830654370	4,964147821	-70,427428
1391,122268	1389,083995	10,770293680	143	3,407766347	0,5921390110	2,082130587	1,1073149030	67,39478142	0,2889240120	0,000000000	2,038273
1320,818607	1346,102660	11,705716450	138	3,232344646	0,3989529370	1,843419913	1,1797887440	81,71880473	0,1452246210	2,030972328	-25,284053
1460,371426	1482,423518	11,834666770	269	3,428212802	0,5650841470	2,477781473	1,7670494190	77,30678195	0,1400337760	1,396908177	-22,052092
1392,214774	1465,064705	11,494454890	559	3,077930295	0,3238307820	2,021196197	3,1548236290	102,97555230	0,1126421430	0,468091746	-72,849931
1108,703103	1162,692336	12,938601970	274	2,793157102	0,0121481408	3,494670627	2,0385578660	104,10790210	0,1836366210	5,799728138	-53,989233
1366,361364	1375,374505	11,908048520	51	4,416100712	0,2521671910	2,392652716	0,6073656890	63,58934717	0,1821360870	0,000000000	-9,013141
1304,616244	1327,416942	10,768738670	10	4,372374454	0,3334843800	3,465188186	1,6526282120	54,45676511	0,1598251410	1,667778519	-22,800698
2131,004160	2106,344696	12,054297460	364	2,485130309	0,4414079420	1,797929113	1,7815843020	116,82453030	0,0775724688	14,538558790	24,659464
1435,083121	1631,120172	11,205494310	26	2,844338925	0,7886564910	2,300248098	2,4481211900	56,47109081	0,1478402310	0,000000000	-196,037051
1475,731744	1579,255341	12,424770470	326	4,160716639	0,6970025330	2,342914879	2,3355932700	88,81843874	0,1612804030	0,000000000	-103,523597
1122,370215	1125,390087	10,818340100	35	4,828949507	0,3035403370	2,089378990	1,2071967500	54,43993035	0,1460708070	0,635727908	-3,019872
1265,694010	1258,879886	9,016002573	212	4,127576991	0,1943042820	1,552571169	0,4879509390	53,54152573	0,1522406930	1,165501166	6,814124
2115,644651	2190,280659	15,434385340	190	3,515607250	0,9260631200	3,951202647	3,5560823830	104,83034520	0,1666913620	5,629629630	-74,636008
1399,742732	1496,265868	11,248009970	89	3,686215131	0,5765383820	1,730463072	0,8825361670	68,18024503	0,2773240120	0,000000000	-96,523136
1366,084939	1358,275368	12,242914980	72	4,471740891	0,3735870450	1,943319838	1,4089068830	73,78137652	0,2199190280	1,620029455	7,809571
2854,524077	2945,485441	14,239199860	580	3,213829472	0,9523438600	3,037903691	3,7389583890	99,00450233	0,2191029620	2,488623436	-90,961364
1402,545491	1423,877442	8,201010380	178	4,161822489	0,1559523920	1,141671979	0,4566687910	48,86356068	0,2345374800	4,137595327	-21,331951
1337,023818	1315,188360	11,286911480	163	2,831476685	0,2981531540	2,148810803	1,2666674210	60,22325013	0,2224584660	0,000000000	21,835458
1245,195140	1380,266005	13,918753320	63	5,849460128	0,0885066241	2,543293797	1,6647013940	70,03306282	0,1686897410	0,000000000	-135,070865
2014,524904	2115,080685	9,415470187	319	3,403089346	0,7369699610	2,010420681	1,2732664310	110,87470050	0,1652565800	3,649635036	-100,555781
2325,188055	2670,864281	9,809852362	68	4,427088272	0,7476578980	2,125468012	0,6539901570	66,83779409	0,2140182790	0,916730328	-345,676226
2271,446945	2560,393391	14,418132760	2890	2,454745004	0,9799905630	2,955527095	4,8066203810	144,86058040	0,0750980423	6,306098964	-288,946446
1541,517900	1620,713600	13,386449410	1886	3,571629871	0,4201403850	2,173611606	0,8432113990	118,04959580	0,0844335681	3,639591656	-79,195700
1277,433181	1282,365273	11,421232480	32	2,896841960	0,2025778040	2,752104213	2,1787491690	56,85388620	0,1173313760	3,127443315	-4,932092
1184,815990	1187,283359	10,790784960	39	4,153934511	0,4664142880	2,264932376	1,4074936910	68,93483466	0,1334045170	0,000000000	-2,467369
1619,991035	1653,510795	13,373366300	739	2,358996821	0,5647968920	1,554221123	1,8933239140	130,42034620	0,0877852349	6,438113633	-33,519760
1341,528361	1341,433182	11,860069850	63	4,666461217	0,3358174110	2,054500289	1,3074092750	76,65153807	0,2088119390	0,178890877	0,095179
1366,495393	1394,346872	6,081289851	98	4,661512317	0,1762029160	0,983118452	0,5617819720	46,44532457	0,1825791410	1,230769231	-27,851479
2363,888918	2306,712248	14,939185620	122	4,049826664	0,9957547450	3,525471532	3,8927081500	94,42387919	0,1768023970	0,166168162	57,176670
1341,072284	1354,195629	8,489071904	101	3,881165664	0,3508520750	2,280646183	1,4190687360	44,81469750	0,1692746280	1,197604790	-13,123345
1288,594182	1327,501002	11,850663820	30	3,224115655	0,1628575250	0,891027355	0,8242003030	60,63441148	0,3098547630	0,000000000	-38,906820
1768,516464	1871,017808	11,398132210	283	3,209072101	0,2375916010	1,546820317	2,1365455640	92,55786075	0,1118157740	0,000000000	-102,501344
1824,776026	1882,545116	13,184017000	372	3,980846126	0,5924838520	3,075804603	0,9367223110	126,21983610	0,1329586440	1,051524711	-57,769090
1491,032321	1485,658705	11,718320350	133	2,722076977	0,5815755850	3,722787691	2,2844379010	76,01255595	0,1640226410	6,602702982	5,373616
1303,394142	1291,946817	10,413817360	48	4,128150522	0,2817396740	2,149193076	1,3872064400	72,44734477	0,2054237820	0,000000000	11,447325
1361,638274	1433,493907	9,350907734	64	6,436781895	0,7100472520	1,492166128	1,3429495150	73,48918180	0,2675453870	2,788622421	-71,855633
1263,121941	1227,124260	9,073171585	120	4,139571102	0,4101563530	1,837382867	1,7586378870	64,54463528	0,0949314481	0,552995392	35,997681
1912,059384	1843,166634	13,295197800	152	1,719024671	0,9568363180	2,046084795	3,0255934730	110,60176660	0,2427701380	2,008392210	68,892750
1261,417913	1303,298599	8,292258219	164	3,607181475	0,2592436560	1,193635815	0,7934167470	56,97855668	0,2797882350	4,216020879	-41,880686
1262,657177	1294,589189	13,923136320	167	3,399594843	0,3840278300	2,573746129	1,6687837800	74,36465831	0,2292128490	1,231527094	-31,932012
1284,373788	1266,677136	13,197164710	9	4,540384257	0,1644515950	2,098489088	1,1191941800	73,09736989	0,2326058570	0,000000000	17,696652
1254,676729	1285,030203	10,008836050	83	2,869515624	0,2668808740	2,570487589	1,7832757650	55,00843441	0,1607197370	1,599360256	-30,353474
1320,246062	1325,114468	13,564609930	76	4,564321685	0,3560710110	2,373806738	1,4412398050	76,35179816	0,1274395100	4,257583821	-4,868406
1272,416795	1252,515810	12,524219480	49	2,954417434	0,4226274890	1,997483171	1,3383137250	73,14783373	0,1573617240	0,000000000	19,900985
1360,015825	1347,867774	9,791869781	69	3,736128184	0,2307377110	1,695561867	0,8053918870	53,91886736	0,2084693320	0,000000000	12,148051
2014,165220	2139,833576	8,898465713	86	2,155204405	0,5486722130	1,596137348	2,2744957200	59,56252536	0,1243124970	5,242884657	-125,668356
1348,523858	1441,180724	9,006045154	98	4,163452180	0,3410645500	1,370783128	0,3975271070	63,09714740	0,0959274033	4,858531009	-92,656866
2098,864861	2271,482442	13,181776770	168	2,892702720	0,6803787050	1,751963952	2,4177102530	87,65426043	0,1201146490	3,267211202	-172,617581
1283,862511	1335,540945	10,647882710	49	3,266147924	0,4495372270	2,621017282	1,0320255550	56,90883774	0,1696125810	0,772648252	-51,678434
1348,293724	1384,774341	12,914633600	41	5,557119835	0,2817941720	1,119119029	1,3877075970	76,50297686	0,2637092080	0,339500934	-36,480617
1297,479992	1297,912977	7,356240406	541	4,594881332	0,4142578820	1,416932341	0,0413271933	58,05289881	0,1456370290	1,053997081	-0,432985
2236,974333	2392,601390	16,084788030	505	3,461128429	0,9962032420	4,488778055	5,7917705740	116,05361600	0,1159725690	22,363186750	-155,627057
1416,781145	1418,816114	14,582279700	92	3,569130361	0,3997302700	2,649134215	2,0470582570	68,55236857	0,1671844520	2,160760588	-2,034969
1292,334188	1286,795232	10,505247330	81	4,585646359	0,5262578230	2,329792754	1,4614154550	64,52466933	0,1933727990	0,657174151	5,538956
1406,346752	1509,858072	7,884908009	20	5,796006824	0,2711301700	2,305528658	1,2449854750	52,84271683	0,2316595200	1,990445860	-103,511320
1307,363518	1342,178092	11,503274390	55	5,037649310	0,3285668740	1,471634250	1,0056167370	66,37070467	0,2596453360	0,188928774	-34,814574
2143,676157	2368,900552	15,337863390	339	3,340654468	0,9087944910	3,130176203	3,6388298360	109,47791270	0,1564044710	7,505003336	-225,224395
1249,665562	1272,752303	6,268158497	14	4,097904432	0,0731779687	0,865426222	0,2596278670	49,77437102	0,1385423750	2,141709798	-23,086741
1742,013376	1862,449545	9,793224220	72	3,458934465	0,9976291510	2,559439617	2,1822590420	80,21822590	0,1778137000	6,818181818	-120,436169
1276,296834	1311,847022	8,371264595	46	4,314051059	0,2490995450	1,385315654	1,2467840890	53,29507223	0,0778151593	1,525940997	-35,550188
1238,766153	1245,632832	12,330486370	71	4,514946538	0,3994409310	2,852392750	2,2004172640	72,33668014	0,1657647670	0,688298918	-6,866679
1321,024734	1332,965982	11,247706420	55	4,541394495	0,3819449540	1,284403670	1,1559633030	56,38532110	0,2165871560	0,847170451	-11,941248
1113,267789	1104,193112	13,259682160	117	3,259039569	0,6689775340	2,965818937	1,9772126250	90,63048368	0,2553322950	0,000000000	9,074677
2154,439067	2224,454884	13,655180940	247	4,734104999	0,8971639240	3,501328445	3,3159639980	97,06918213	0,1252239820	0,657894737	-70,015817
1259,323771	1240,048441	6,100568521	26	4,984579840	0,0000000000	1,038394642	0,2855585270	50,59577893	0,1009319590	0,000000000	19,275330
1417,353113	1442,134005	14,048487150	53	3,967894109	0,5929394690	1,727981200	1,2787060880	91,20284771	0,3162551190	0,327833024	-24,780892
1615,289462	1539,901044	15,472521830	108	4,017462763	0,6157764080	2,568053416	0,8132169150	106,38161270	0,2125920220	2,617274008	75,388418
1394,348926	1363,529577	11,387657690	109	3,524087965	0,4077224680	2,386634845	1,4149335150	73,74701671	0,2160245480	3,945707071	30,819349
2337,297776	2496,463037	21,190383290	233	2,566447559	0,9957479160	2,701323649	3,3516423050	138,83803060	0,2202279120	0,908595312	-159,165261
1629,114610	1619,876095	11,923593010	97	3,186784775	0,5777106270	1,418176661	0,4145439470	81,94879291	0,2919262110	0,672645740	9,238515
1344,060438	1321,211970	14,327162860	263	3,295151544	0,3897827550	1,798388644	1,4626894300	89,47582966	0,1351429120	0,354861604	22,848468
1256,068802	1261,479644	11,153306650	86	4,549351671	0,3627732730	1,539566869	1,3342912860	65,79082418	0,1306236960	0,000000000	-5,410842
1229,985132	1233,274478	9,422881854	85	4,482916022	0,4107762530	2,135497304	1,4014201060	52,31968395	0,1767124020	0,302114804	-3,289346
3119,786428	3273,202581	12,305854240	177	4,391469534	0,9880525690	4,778972521	2,4133811230	169,48626050	0,0784229391	6,703229738	-153,416153
1751,993639	1783,069553	13,213016890	82	3,439238187	0,8744806410	3,010778587	3,2516408740	107,32135330	0,1899285160	0,815254314	-31,075914
1234,559675	1317,155519	12,427761370	167	3,518333665	0,6124023990	2,626859182	2,1196036160	73,27125491	0,1536803200	0,117882824	-82,595844
1222,854716	1324,846846	11,357484910	76	3,144919842	0,5792629610	2,498438476	1,7801374140	74,19321258	0,2386216950	1,832300846	-101,992130
1372,271844	1408,435924	10,761299360	203	3,970035204	0,7495286720	1,835260357	1,0677878440	91,05393997	0,2258871820	0,886328385	-36,164080
1430,889183	1455,956053	11,088350180	417	2,849158629	0,5152806920	2,902709472	1,7416256830	66,20665633	0,2002869540	0,414078675	-25,066870
1426,257075	1423,476141	13,884455790	81	3,647555591	0,3779923400	2,127885945	1,4496223000	64,38184913	0,1848866900	0,287728384	2,780934
1347,831402	1371,182940	7,760892322	60	3,355749678	0,3352224190	1,925182592	1,1791743370	50,84888520	0,0928419305	0,259201659	-23,351538
1277,971539	1262,965839	11,934449590	84	3,405177532	0,5137552940	1,979179037	1,0093813090	66,28270593	0,2580057790	0,767106474	15,005700
1215,286641	1294,311819	10,003804580	56	4,101738916	0,3538034600	1,790390081	1,1861334290	63,37980888	0,2272005010	4,531126872	-79,025178
1229,118198	1183,628214	9,265985439	247	5,214554377	0,1613798890	1,937139813	1,0331412340	48,52535232	0,2230293640	0,000000000	45,489984
1518,121638	1468,987524	11,349874670	56	4,509730476	0,5572140700	2,534711465	1,5489903400	69,45109415	0,2406286080	0,000000000	49,134114
1349,794617	1349,777105	11,892145020	291	4,404875163	0,1529342170	2,218223942	2,1196362110	85,51253297	0,1212629090	0,000000000	0,017512
1346,387149	1362,324045	5,572912269	35	5,638323623	0,1605167610	0,562920431	0,1407301080	43,93593965	0,1632469250	1,034482759	-15,936896
2138,822340	2178,910532	17,589142000	129	3,151168018	0,9890811010	3,190116439	2,8856053250	106,08587210	0,1961631600	6,209343584	-40,088192
1438,891758	1511,278062	13,352453040	62	4,137579633	0,4946402130	1,880627189	0,9285596750	87,44916430	0,1241213940	1,325757576	-72,386304
1944,584874	2127,289217	11,495304600	1904	3,698456537	0,1530965570	2,817240549	4,6929930170	150,53214540	0,1356224420	5,858958881	-182,704343
1491,945382	1475,537201	13,982505790	27	3,704746591	0,7103164390	2,315410342	1,0290712630	91,18857731	0,3071520450	1,340145741	16,408181
1337,202319	1352,604959	10,271807840	107	3,434059304	0,5819733360	2,011263073	1,1492931850	66,54407539	0,2568382940	0,223738673	-15,402640
1561,786139	1567,132487	10,189505760	54	4,623678697	0,5334253880	1,904580516	1,3570136180	66,89839063	0,2994952860	0,000000000	-5,346348
1219,358201	1153,134344	11,359490160	34	3,641361193	0,3210819490	0,972975603	0,9243268230	67,96234584	0,3423414660	0,000000000	66,223857
1407,035963	1495,933741	8,800131899	43	4,214356374	0,3280985940	1,236552492	1,0922880340	79,07753184	0,1799596060	1,832340815	-88,897778
1371,280801	1397,393541	12,047748880	32	4,534301083	0,4014074130	2,210596124	1,1974062340	91,15024685	0,1450519490	1,778003556	-26,112740
1187,189015	1211,108075	14,272449010	68	3,892543935	0,6288131510	1,203700519	2,0118994390	95,43625546	0,1338858890	2,825584382	-23,919060
1341,315282	1428,004174	12,689101570	262	3,182531646	0,6199197280	2,716887928	1,4572398890	97,81414017	0,2193640010	1,520013511	-86,688892
1114,377086	1118,633370	8,522099448	124	2,468908840	0,6212707180	3,176795580	1,6574585640	65,82872928	0,1699723760	0,000000000	-4,256284
1441,554363	1476,555493	12,627587040	51	4,248477024	0,6800137170	2,017186428	1,0287650780	79,39645782	0,3102836160	0,520088415	-35,001130
1341,679451	1353,618459	12,831921410	30	3,363422795	0,6366483950	1,245817612	2,1534847300	98,50857834	0,1729194850	0,000000000	-11,939008
1506,340730	1527,649157	11,758896330	176	3,441076921	0,4064997990	1,748917214	1,1933788050	66,92180283	0,2232029880	0,000000000	-21,308427
1593,953472	1650,543018	11,060299900	7	3,394732178	0,9971640260	2,126980751	1,7724839590	63,38402637	0,1667198410	13,608335110	-56,589546
2522,480748	2437,734328	17,551841390	161	4,422058331	0,9947320530	2,155069202	1,5803840810	155,06920170	0,1554044350	0,616332820	84,746420
2037,991183	2010,486128	16,120686220	125	3,786012817	0,7164749430	2,786291446	2,8858018550	104,82426460	0,1732277200	0,919117647	27,505055
1375,067759	1282,961904	9,801383290	56	4,142545401	0,3954210900	1,849317602	1,1280837370	58,97473832	0,1764248990	0,628930818	92,105855
1386,602599	1416,929328	11,803720180	178	3,521555398	0,4399679120	1,790612891	2,6357821760	86,47944018	0,1219049260	0,000000000	-30,326729
1298,413265	1332,198926	7,076845309	496	4,265744332	0,1870034400	1,758222437	0,5659278470	46,77421127	0,1369655280	1,684852375	-33,785661
2069,833809	2324,309780	14,495654640	269	3,105147709	0,9564463130	4,754040935	4,3787219140	90,35179903	0,1179836190	4,100098968	-254,475971
1527,050483	1534,552787	12,781459990	199	3,665186977	0,5564450700	2,602213412	2,7705919270	120,03857400	0,1067213640	5,737234653	-7,502304
1260,809477	1378,389168	10,377341610	81	3,107951191	0,6884650480	2,325955878	1,0287881770	73,10658246	0,1904242190	6,577092925	-117,579691
1305,789050	1321,361517	14,504440810	17	3,996188856	0,2872608370	2,982634439	1,6459723390	66,11506341	0,1997039460	0,110631707	-15,572467
1196,245388	1220,198534	12,206396090	217	3,190344512	0,6270995080	3,517929167	1,5053464340	81,73867513	0,2349158560	1,323396253	-23,953146
1937,816677	2119,913111	13,360287470	643	3,722369250	0,8048365940	2,840599745	2,9873640650	120,06741690	0,1311599590	4,187120993	-182,096434
1418,817722	1373,991368	9,778475282	267	4,042445826	0,1618035850	1,810828756	0,6639705440	69,91006217	0,2135329270	0,113071009	44,826354
1201,724672	1262,732908	9,575599953	174	3,725276169	0,3725683360	2,232993130	1,4317426540	83,86859492	0,1891213830	1,666898180	-61,008236
1395,134214	1433,883349	10,894264050	41	4,451591667	0,5026864020	1,698910574	0,8282189050	66,70347640	0,2456624690	1,037344398	-38,749135
1421,984125	1408,625975	10,606911210	124	2,659264922	0,4661426920	2,388943967	1,0630800650	57,21520802	0,1936716870	2,343653633	13,358150
2033,402205	2194,778527	9,285127981	185	2,586898406	0,8283569160	1,957934530	3,3510802530	98,55941202	0,1281091620	3,291794028	-161,376322
1249,645011	1280,900557	12,936085520	587	3,119154703	0,3035855740	2,094912636	1,2962271930	93,70806083	0,1351873310	1,259079903	-31,255546
2179,716865	2311,728187	11,498049100	61	3,172125104	0,9963746970	3,225905558	2,6344895390	109,01256570	0,2383790590	0,000000000	-132,011322
1580,868028	1515,930889	12,749390100	55	5,221184373	0,5655014540	2,506433178	0,9190254990	93,28944290	0,2651137920	0,000000000	64,937139
1337,840529	1334,338322	14,928343950	113	2,644379705	0,7072416040	1,990445860	1,0314128550	102,16415750	0,2520628260	0,000000000	3,502207
2243,201113	2752,852343	11,835205900	2370	2,967241069	0,4777843430	1,841387281	4,8533284700	155,38170600	0,0770741955	1,551769170	-509,651230
1671,886147	1720,017608	11,755838660	619	2,014770693	0,3664199650	1,256189350	1,0468244580	115,78925330	0,1046405730	1,400560224	-48,131461
1477,741295	1586,252073	11,292812630	48	3,730030305	0,5112070440	1,715363943	0,9148607700	71,04465664	0,2629081140	0,000000000	-108,510778
1329,694090	1303,347470	13,072967130	80	3,246851010	0,5295222480	2,235969293	0,8645747930	88,18662890	0,2074979500	1,293103448	26,346620
1430,856065	1394,483889	10,276161030	885	3,138408663	0,6528960350	2,417920243	1,3816687100	81,40331485	0,1325365710	0,260620276	36,372176
1423,090142	1456,876650	11,111111110	31	5,185254804	0,5370091900	2,088554720	1,3366750210	61,36173768	0,3038429410	1,099807534	-33,786508
1303,296222	1355,231116	11,024831220	61	4,524802248	0,2300292640	1,303856518	0,9271868570	69,08990815	0,1672413290	0,000000000	-51,934894
1368,169307	1435,275574	11,194322460	504	2,406808736	0,2125941030	2,254548306	0,7351787950	81,35978670	0,1221377040	0,481540931	-67,106267
1231,484340	1222,101899	13,406760350	29	4,617698443	0,3690973540	2,785162679	1,9622737060	75,64248639	0,1450563360	1,570954791	9,382441
1371,069286	1353,360064	12,903074180	50	4,405001410	0,2772868290	2,585315408	0,7285888880	66,04305725	0,1575632230	0,000000000	17,709222
2171,705852	2143,224796	14,993567120	248	3,650496487	0,9517368790	3,381387524	2,5978952920	120,68254540	0,2231055980	2,587609049	28,481056
1334,614238	1346,924597	11,255633650	108	3,949221213	0,1675151200	2,218434019	0,5020666460	59,39565187	0,2400812650	2,139869662	-12,310359
1398,164827	1433,178106	11,329581170	77	5,109982214	0,5603147920	3,898350510	1,5837048950	60,61935044	0,2065638480	0,235904695	-35,013279
1233,247695	1205,992812	10,917854150	44	3,562384744	0,2435875940	1,466890193	1,6345347860	57,69069573	0,2407795470	1,044386423	27,254883
1365,507185	1379,278602	10,230360160	251	4,125326741	0,3817617590	1,545177116	1,6868183520	62,76638210	0,1130554590	4,100227790	-13,771417
1266,634697	1482,863527	12,411675480	83	3,715881765	0,3917724090	1,294809663	0,9988531690	95,55695313	0,1225999780	0,000000000	-216,228830
1284,158785	1284,065474	10,813594230	1152	2,197476828	0,4474922760	1,184346035	1,3748712670	96,67353244	0,1472605560	1,468634170	0,093311
1352,251197	1364,398825	10,116422470	42	4,030077545	0,2770520240	1,463118952	0,6061492800	72,19446941	0,1861923370	3,592276605	-12,147628
2285,403600	2593,539295	10,210408120	3548	2,427113022	0,9866833660	3,576297735	5,1551785260	145,32106250	0,1106059870	13,272337060	-308,135695
1666,995087	1683,941671	8,045713810	378	4,839470836	0,2769578250	2,602106666	0,5724634660	82,49718972	0,1421166580	2,343635565	-16,946584
1184,334343	1272,834916	15,264364050	145	3,789449992	0,4221094560	2,318982921	0,9003110170	99,82539423	0,1769520380	2,004316990	-88,500573
1325,831484	1340,979902	12,363880910	41	3,888362950	0,4505832750	2,069268772	1,5519515790	71,57083366	0,2048058770	0,000000000	-15,148418
1355,903920	1311,015271	11,378505060	38	3,361561522	0,2373089090	1,821885817	0,8778177120	56,51158554	0,1115987880	0,296823983	44,888649
1264,884997	1310,906057	12,030286030	146	3,753140774	0,4145821650	1,402131239	1,5703869880	80,58048233	0,2261918120	0,000000000	-46,021060
2182,995066	2101,028641	8,869054634	69	1,309330696	0,9972588420	2,049463809	2,8948676300	68,01145650	0,1564150780	4,585953878	81,966425
1311,486332	1310,250817	11,702879350	4	2,987303480	0,5494391450	1,987281399	0,7728316550	72,86698463	0,1590708360	0,000000000	1,235515
1195,782489	1230,406270	8,678578793	84	3,893257067	0,0811375393	2,151713750	0,6006867550	46,77287765	0,1689453910	0,742942051	-34,623781
2294,763625	2266,610867	24,337568330	189	3,765441845	0,8640283590	5,659899611	5,1385930680	113,85334900	0,1924663760	3,559820461	28,152758
1185,808700	1183,774489	14,745893120	207	4,193751041	0,3765794920	2,062362674	1,9195837200	75,96633590	0,2010169030	3,788177729	2,034211
1250,090579	1341,116443	12,563561420	96	4,580799139	0,5343408730	1,699692639	0,9773232670	83,25661110	0,2520644180	4,383007417	-91,025864
1120,086406	1121,200312	15,020796900	54	3,610355825	0,5959523210	3,233439645	1,4844427460	82,62908038	0,1691088930	2,433512950	-1,113906
1207,327313	1236,854064	13,228241950	431	3,584108581	0,6929833350	3,693640678	2,3977362360	93,33016139	0,2031502370	1,294298921	-29,526751
1901,872329	1876,753809	12,728652990	157	4,140618338	0,7171618430	2,599806574	1,4870893610	77,73421657	0,1993531680	0,000000000	25,118520
2141,153547	2130,948223	14,260837220	499	3,628212281	0,9805910600	3,127747346	2,8825995810	127,95022660	0,1398356660	0,000000000	10,205324
1355,373872	1303,065911	9,134396355	192	4,039829157	0,3654441910	1,480637813	1,0022779040	81,12756264	0,2130751710	0,000000000	52,307961
1343,513891	1316,955861	11,856852310	93	5,479228872	0,5709247480	1,947293262	1,4929248340	83,79852006	0,2907957940	1,339285714	26,558030
1330,978966	1359,461579	11,815158410	103	4,161809324	0,5299317350	1,750393839	0,8606103040	59,10496528	0,2317521440	0,629405841	-28,482613
1202,738235	1218,649133	10,053583740	33	3,879542681	0,1986312270	1,591596371	0,8488513980	51,14329673	0,2129555940	0,000000000	-15,910898
1333,812575	1400,001285	12,440559100	63	5,309440895	0,4116071860	2,041404486	1,1047600750	78,82222969	0,2601709980	0,000000000	-66,188710
1453,193386	1466,239393	13,786139880	199	3,609569321	0,4606610150	2,699244212	0,9597312750	90,55464470	0,2470908150	0,000000000	-13,046007
1389,839879	1365,256119	12,718486970	51	4,692533804	0,5142742430	2,150815159	0,9176811340	71,60780603	0,2619692860	7,662835249	24,583760
1568,593338	1789,631076	11,156106710	149	3,239415092	0,8253943240	1,733293415	1,6860217760	76,75338386	0,1552400610	0,406008932	-221,037738
1254,024769	1268,774885	11,347275430	36	4,102369506	0,2372922720	1,464164572	1,0493179430	61,59252300	0,2431977350	0,000000000	-14,750116
1423,420496	1492,435346	12,952121260	140	4,046395060	0,6287860560	2,138637153	1,9648728850	100,12831820	0,1335578900	0,400320256	-69,014850
1362,282864	1363,654803	13,952426060	-1	3,186359270	0,3826269790	1,813748211	1,3905402950	79,61011131	0,1201238720	0,000000000	-1,371939
