dochod	wydatki	sklepy	mieszkan	ksiegozb	ludoczys	apteki	lekarze	regon	bezrobot	oferty	deficyt
1401,386891	1456,207304	8,567044181	237	3,601406502	0,3546662150	2,824300280	1,6851658330	55,63871551	0,2193539880	3,776824034	-54,820413
1461,702264	1450,284999	10,049612010	205	2,914785015	0,4212568380	1,272102786	1,0017809440	81,09655260	0,2042679050	2,179666822	11,417265
2291,639732	2290,476402	13,603551380	588	3,175678788	0,9847287630	3,494198836	3,1209548690	128,44357270	0,1676421310	5,400284225	1,163330
1199,934493	1204,448742	11,980680370	51	4,038639262	0,4628975270	1,254521505	2,1117778660	67,22144395	0,2601041250	0,000000000	-4,514249
1308,992309	1363,544172	11,992693190	13	4,929711699	0,3760755040	2,647393641	1,7340428350	75,19921637	0,1817700470	0,000000000	-54,551863
1214,537159	1231,930820	9,840165271	3	4,485674677	0,3908339680	1,630966620	1,5494182890	60,20985104	0,2318147220	0,938086304	-17,393661
1326,510077	1423,686991	12,010126180	40	3,514885099	0,4868025980	2,158682811	1,3737072430	58,08819201	0,2038581550	1,347708895	-97,176914
1479,172338	1530,016625	12,441491360	423	2,375114327	0,3752622800	1,883036531	1,1163716580	115,53774140	0,0906009577	1,187648456	-50,844287
1305,590024	1287,744937	13,895416560	93	4,045589227	0,3423789770	1,430410528	0,9195496250	83,10685167	0,1092424950	0,000000000	17,845087
1390,093017	1446,203955	12,035338600	231	2,907919365	0,3059839780	1,778160446	1,2540710520	79,05326994	0,0996331374	0,000000000	-56,110938
2153,328526	2246,702753	13,406562740	170	2,297984530	0,0000000000	2,292572067	2,2925720670	91,37394841	0,2564491050	4,508706468	-93,374227
1368,267392	1387,036671	8,146162455	53	3,512375400	0,2058923040	1,301303907	0,4944954840	49,29339198	0,2891497280	2,160216022	-18,769279
1698,801948	1697,252128	13,916175510	72	4,395170269	0,6625409300	1,800916830	2,3411918800	112,31172230	0,3095939750	0,000000000	1,549820
1428,034099	1504,644054	9,196311883	98	5,069122214	0,5943671090	1,558696929	0,9112382050	88,36612592	0,2361545750	0,000000000	-76,609955
1216,055920	1207,930394	9,383030858	92	4,209554356	0,4992330220	1,792935833	1,7132497960	72,17562803	0,1154252250	0,000000000	8,125526
1229,242578	1240,254467	12,761347330	70	4,323690801	0,3761713140	2,391873259	1,4351239550	50,76399246	0,1939949910	1,015375689	-11,011889
1346,209384	1371,506578	10,365539340	166	3,592393375	0,5828570790	2,241197696	1,2214527440	63,05609718	0,2419148790	0,926440615	-25,297194
1311,180839	1320,953631	12,238203380	276	4,318541749	0,6344279830	2,763659085	1,4779568150	75,23761460	0,2529709340	2,279960101	-9,772792
1161,851090	1203,703886	10,814144740	13	3,323087993	0,2521175990	2,672697368	1,6036184210	57,93585526	0,1756167760	1,873097635	-41,852796
1230,322816	1209,761924	11,195356840	117	3,545883893	0,5169210630	1,707042975	1,1095779340	68,76538117	0,2007767050	1,275329460	20,560892
1342,218018	1315,826248	11,821358840	251	2,907299546	0,5484093260	2,214966611	1,4438300870	63,20858423	0,1800521750	0,000000000	26,391770
1312,748924	1369,871682	10,001294670	274	3,083934814	0,3112619760	2,184748835	1,5293241840	59,70837649	0,2156589850	0,600330182	-57,122758
1765,328358	1872,560016	9,661835749	193	4,170266679	0,9820462900	1,442065037	3,3785523730	60,43282552	0,1600074160	3,347495816	-107,231658
1276,804983	1292,081528	12,401544990	56	4,546766131	0,6873863980	2,272038776	0,8709481980	83,57315965	0,2713571640	0,279095730	-15,276545
1962,233397	2047,502778	10,036345610	144	4,363838179	0,7279448210	2,891128366	1,7450024780	72,39178920	0,1628118290	1,522070015	-85,269381
2185,969277	2269,267923	11,969142230	75	3,121079798	0,9102818180	2,687178798	2,4744438100	131,35825690	0,1544008150	1,015228426	-83,298646
1447,107555	1457,160833	9,911360545	99	5,399065143	0,4993668610	2,344959120	2,0635640250	102,56851190	0,2032923230	1,691787142	-10,053278
1224,388958	1230,627164	12,206955870	81	4,020223629	0,3004543150	1,764329665	1,1247601610	61,08991465	0,1662880710	0,000000000	-6,238206
1314,361633	1339,674382	7,957194055	121	4,085611889	0,1422395430	1,629031854	0,6516127420	59,83559309	0,1458610060	2,920962199	-25,312749
2104,521067	2120,502686	12,296954080	410	2,774379214	0,7788375450	2,923495770	2,9691753910	111,22074220	0,1468508470	4,603707851	-15,981619
1203,874134	1234,794434	9,368972169	25	3,626300952	0,7365665470	1,695741569	1,7169383390	67,99923692	0,2356656850	0,000000000	-30,920300
1558,946945	1601,951965	16,330951740	150	6,483221197	0,6427187700	2,291332514	1,2498177350	126,71068800	0,2545045510	0,000000000	-43,005020
1438,672599	1502,809322	8,720368150	440	2,840771105	0,4023840830	1,836884644	1,1601376700	69,33756139	0,1397579180	0,138350858	-64,136723
2684,527584	2686,640387	13,307566230	287	7,175732038	0,6535904740	2,996648646	7,8555003790	125,65131240	0,1037818930	0,294637596	-2,112803
1149,027541	1214,304036	9,506219784	12	4,733690043	0,1526427290	1,901243957	0,7876582110	38,05203976	0,1213536860	2,238137869	-65,276495
1556,198276	1500,254839	9,672455485	72	3,823171839	0,6573446620	1,815974844	1,5579152610	73,98663825	0,1143299530	1,170372847	55,943437
1319,068531	1350,661618	12,746149790	112	3,454970271	0,3777478770	2,000109097	1,1818826480	78,38609379	0,1162245210	0,312891114	-31,593087
1296,484600	1311,841661	9,716467865	71	3,872535865	0,5974079590	1,769311296	1,1647966030	59,24243988	0,2535423090	0,232612235	-15,357061
1982,500513	2022,283826	15,927945230	964	2,453091895	0,8979255530	3,625337816	4,4634029210	129,68822090	0,1628294580	0,751792737	-39,783313
1436,116870	1391,069839	8,754878781	678	3,221410730	0,1667376150	1,436066818	1,2052703650	57,66321156	0,2301809960	0,356506239	45,047031
1204,600747	1282,779174	11,044078330	38	2,832155205	0,4927142680	2,099634664	0,9518343810	72,25542756	0,1882112510	0,297486241	-78,178427
1260,595634	1336,064741	11,669394630	113	3,429530280	0,2092012760	2,355074597	1,1186604340	72,34789162	0,1361468620	0,000000000	-75,469107
1460,016067	1495,365539	16,031371080	197	5,787664930	0,6079787580	2,110162189	1,9167306550	102,61835960	0,2607808770	1,798156889	-35,349472
1300,516933	1231,249698	8,172338269	77	4,896080547	0,2722696220	1,471020888	1,0133699450	45,11130725	0,1882252950	2,084056964	69,267235
1379,636413	1471,674575	8,865555583	90	3,541294173	0,0941036626	1,485847304	0,8915083830	52,40088160	0,1907827940	0,000000000	-92,038162
1296,016817	1297,441465	13,797884470	270	3,246405170	0,3841268420	2,236285976	1,3417715860	63,42107029	0,2289733210	1,855649966	-1,424648
1632,256496	1585,047002	18,399031490	329	3,757633004	0,8906834120	3,059853393	2,1418973750	160,36292520	0,2020035390	0,000000000	47,209494
1204,458528	1204,093121	14,962564340	132	3,622297613	0,3505732340	2,222742162	1,7781937300	74,16939635	0,3020823580	0,309813337	0,365407
2264,633428	2315,176301	14,539933190	198	4,018013969	0,7974248410	3,158214394	3,7169754020	95,26875190	0,1823747340	6,260823232	-50,542873
1636,068221	1656,773857	8,619270285	214	3,927843454	0,2002025160	1,564146470	0,4857086410	47,78879083	0,2158522130	1,830663616	-20,705636
1951,857796	1999,590051	17,297058580	581	3,969803752	0,9980770820	2,944180184	2,8429739900	159,79537950	0,1902676440	0,386847195	-47,732255
1629,689471	1618,424922	11,550499670	42	3,097869433	0,4839770580	1,271031601	0,3336457950	90,81520789	0,2869989360	1,439326838	11,264549
1321,335918	1286,273076	12,547651350	114	4,061859534	0,4958325260	2,455256187	2,2484977710	96,14266331	0,1246494800	1,866058470	35,062842
1395,373816	1447,433128	9,164782795	121	3,529892467	0,4473177740	2,749434838	2,2759210610	62,01503024	0,1887028780	0,000000000	-52,059312
1637,770690	1697,905711	9,131470790	84	2,991860037	0,4135708690	1,759127473	1,5992067930	61,48950121	0,1967344200	0,325150382	-60,135021
1281,579107	1282,486725	9,636957607	869	2,622997018	0,2323479700	1,971005255	0,7758212170	78,71859497	0,0972166890	2,760762661	-0,907618
1915,952133	2115,950768	14,060778000	3481	2,531607089	0,9084111560	4,033937809	4,6271639570	130,68508390	0,0794448458	11,615558210	-199,998635
1367,723996	1357,204406	7,772761045	62	4,867048637	0,5285763270	1,285934732	1,2716465680	56,46682288	0,0955306624	1,794795094	10,519590
1295,220041	1316,486214	8,552463620	49	3,912713812	0,3648838400	2,808271636	1,4169006890	48,46821547	0,1601736020	2,231431304	-21,266173
1167,563366	1173,472250	10,461264650	47	2,647075691	0,4185494640	3,262965343	1,8193503730	54,09601028	0,1403075100	1,550387597	-5,908884
2687,663186	2675,247560	17,143684340	124	4,307614360	0,9305980640	6,203987096	5,7697079990	104,20630330	0,1333443630	2,481389578	12,415626
1316,662790	1318,954872	7,940514986	147	3,409712214	0,3667967140	2,386744389	0,9638775420	57,10744940	0,1647955200	1,559714795	-2,292082
1387,528946	1367,792193	14,612253420	81	4,407368751	0,5345475420	1,739553978	0,9219636090	93,69237727	0,2837908360	0,000000000	19,736753
1200,995425	1186,383006	11,761800790	131	4,122907569	0,4718886460	2,209399043	1,4426076110	76,48419630	0,1811447290	3,443822643	14,612419
1296,891741	1392,495197	13,525337900	149	4,054185129	0,5645455560	2,513311241	1,6941579480	71,88070149	0,2483896190	5,696297407	-95,603456
1627,050914	1654,082384	10,774107060	155	3,771062753	0,6540133550	2,129765350	1,6035880280	83,27382518	0,2214204280	0,000000000	-27,031470
1484,302884	1431,998820	12,701637120	798	2,332306718	0,5486495640	1,529001889	0,9501654600	118,56317510	0,1290040740	0,000000000	52,304064
2230,495850	2333,909749	10,401396810	257	3,464281379	0,9980765820	3,734792392	2,1568426070	114,40602800	0,1969356030	0,000000000	-103,413899
1445,786741	1447,427385	8,232700966	58	4,587498352	0,5863491640	2,260695918	0,5651739790	73,56681298	0,2446072980	0,000000000	-1,640644
1697,808765	1839,957721	13,075589720	19	7,498191273	0,1552490770	1,884090738	1,8840907380	92,69726430	0,2355867060	0,000000000	-142,148956
1317,501357	1317,493792	9,661239928	51	4,996341062	0,1379090610	2,261141260	0,8222331850	91,32955106	0,1268705800	2,916396630	0,007565
2316,318622	2530,338208	17,324244520	139	3,596814726	0,9738015960	3,455425017	2,0104291010	130,11245840	0,1390965630	12,872628730	-214,019586
1335,223414	1283,511508	9,223385185	122	4,192592378	0,3481611060	1,879373157	1,8938298730	50,82981553	0,1888047190	1,378254211	51,711906
1495,688910	1522,562891	18,507133290	103	3,180279026	0,7310790570	1,891700166	1,5133601320	118,21549620	0,2865610470	0,000000000	-26,873981
1295,844553	1339,716989	11,139438200	21	4,893543719	0,5959254920	2,296791382	1,4010427430	65,91791268	0,2839293510	0,323572238	-43,872436
1376,872390	1433,538339	8,265713685	398	3,860424637	0,2066596590	2,102165230	1,2697077990	51,84780324	0,1915661130	2,809235361	-56,665949
1418,703848	1342,386294	12,787416700	38	4,342318545	0,2426907610	2,101218707	1,4408356850	67,64423366	0,2338356250	4,236200257	76,317554
1319,119475	1335,376188	11,668731930	19	4,198600785	0,2236420900	0,774473358	1,6263940520	54,62618753	0,2084365960	0,247708695	-16,256713
1361,160047	1345,893319	9,504318568	143	4,238110930	0,3448090460	1,907801172	1,5435845850	42,43990426	0,2030594190	0,170823369	15,266728
1259,486203	1310,363199	11,625694170	60	4,762123073	0,5773575770	1,730014013	1,5570126120	78,81943844	0,2283272490	0,303076224	-50,876996
1279,521892	1271,033163	9,419015046	52	3,791852880	0,3796999460	3,278079483	1,7373821260	55,23563928	0,1985204930	0,000000000	8,488729
1166,525887	1188,717647	7,100045429	163	3,593758701	0,1376045960	2,711059658	0,8792625920	53,10013335	0,1212796200	1,812469792	-22,191760
1657,224316	1561,706489	11,126473110	196	2,950640971	0,9454210280	2,915643840	2,7275377860	92,49174685	0,1718725020	2,407792492	95,517827
1861,520501	1972,173556	12,174292870	1125	2,151232269	0,9912388770	5,039955648	6,6835411850	110,10623110	0,1189149540	2,401695314	-110,653055
1324,640844	1345,508143	11,013073170	128	4,465166297	0,4707764860	2,461745766	1,6973089230	70,76871251	0,1090942070	5,225653207	-20,867299
1263,720118	1219,020249	10,257565210	40	5,961713280	0,4917693790	1,637934565	1,2898734700	62,67147127	0,2461406170	0,499085011	44,699869
1348,276599	1354,895654	10,678278000	86	5,881968743	0,4617707280	2,332633543	1,2311121480	67,38719125	0,1969520260	0,000000000	-6,619055
1182,821853	1135,701494	12,649864950	63	4,809960554	0,3761731730	3,303344150	2,2346151600	76,32668131	0,1706468730	0,227738556	47,120359
1231,854418	1250,824872	13,643732810	25	4,225695393	0,3123850120	2,185911798	1,6758657120	58,91032297	0,1981164730	0,000000000	-18,970454
1328,567247	1549,085289	9,575564836	27	3,040905834	0,4433416620	2,970521938	1,1008404830	51,98413392	0,1661744920	2,313354364	-220,518042
1406,751336	1453,551320	10,917483530	13	6,933509673	0,4792801200	1,815258545	0,5186452980	71,00254136	0,3071417460	0,000000000	-46,799984
2052,085756	1958,144208	16,863590900	82	3,014316079	0,9987184300	3,438359590	4,1729182300	98,33708427	0,1803263320	1,213381869	93,941548
1305,647160	1252,418955	7,597024008	61	5,213266328	0,0839009835	0,981527650	0,0392611060	47,27037161	0,1492707250	0,263019463	53,228205
1335,901038	1284,143300	12,374023500	55	3,535869760	0,2041266620	1,789015445	1,3715785080	64,76235912	0,1571351900	0,000000000	51,757738
1227,219139	1235,967537	11,911155670	88	2,669352047	0,3580507720	2,864406173	1,1099573920	66,91968921	0,1500710130	0,954350247	-8,748398
1566,848770	1593,225887	12,639821030	302	2,729562160	0,3677213170	2,556727389	1,7098114410	99,24896133	0,1728667310	75,244962100	-26,377117
1940,749464	2144,858913	11,653380390	1255	2,741338567	0,9508306460	4,044199680	4,4955272930	113,32253190	0,1651580150	9,426286135	-204,109449
1274,184772	1298,097262	10,639367490	131	2,954362232	0,3295553220	1,828070015	1,2248069100	59,38485444	0,1644348980	0,889382991	-23,912490
1502,320036	1497,234046	13,768636230	55	5,980255100	0,2939983950	1,478227816	1,6049330570	76,99455167	0,2274781430	0,000000000	5,085990
1241,121585	1301,965731	10,767693750	122	2,092912986	0,7592413450	2,378724686	1,2369368370	86,95031637	0,2543966760	3,366163820	-60,844146
1168,596696	1225,971502	11,511375950	66	3,692597895	0,2309433520	2,708559047	1,7412165300	64,63782696	0,1198730850	0,000000000	-57,374806
1302,644123	1308,069187	10,672462940	284	5,082296046	0,1708496600	2,105912349	1,5418286840	66,77246369	0,1616588570	0,465246115	-5,425064
1369,737592	1355,000387	12,892159580	71	4,045980191	0,5475571290	3,319869418	1,1342887180	84,02036187	0,1735738390	0,000000000	14,737205
1595,581027	1552,611849	13,342863950	84	4,524064808	0,6010755980	2,552843868	1,8380475850	92,65121345	0,2309472750	0,000000000	42,969178
1713,325047	1746,831876	10,713890430	269	3,315340343	0,2337797450	1,881571666	1,8040951850	84,52684007	0,1209739900	90,210430010	-33,506829
1321,508442	1422,400422	10,580149370	34	4,112701591	0,4183894360	1,623552333	1,8670851820	81,74585994	0,1838943610	1,765744556	-100,891980
1288,869427	1291,651108	11,594768970	494	3,142001562	0,3808480170	1,808292104	1,0415762520	83,07293927	0,1099296940	1,447558889	-2,781681
1315,299747	1326,738308	11,695510170	102	3,694209164	0,4396048190	1,761780211	0,9757551940	65,89057990	0,2549973570	0,531462585	-11,438561
1519,795592	1457,858533	13,556669420	21	3,651185415	0,4324810190	1,903432523	1,1632087640	65,58382505	0,2439777510	1,907073509	61,937059
1285,677950	1268,824106	8,790165861	35	3,408076106	0,3365345510	1,807746192	1,2880191620	49,62263298	0,0891670809	1,013684744	16,853844
1413,071707	1441,228798	11,732708650	108	3,136385293	0,6224092750	1,389660923	1,5484793140	84,92813468	0,2976256650	0,000000000	-28,157091
1875,202521	2081,678289	11,759110010	72	3,278585207	0,0144016066	2,113997305	1,9290225400	85,72259070	0,1420606190	3,162202381	-206,475768
1237,861484	1252,276645	13,064937580	166	3,014405995	0,4837206730	2,903319462	1,7696423390	101,24289720	0,1733972990	0,159464200	-14,415161
1375,443477	1378,287084	10,931170530	306	2,034937568	0,2678136780	2,108907498	1,3444285300	72,24765604	0,1312443430	0,133904660	-2,843607
1420,592240	1565,329392	11,852134710	66	3,915977618	0,6587995120	1,762399213	1,3658593900	82,43622318	0,2413899460	2,433682161	-144,737152
1262,041933	1280,866786	12,592989350	132	3,386288163	0,4109623280	1,547342736	1,0712372790	73,77254062	0,2694518840	0,000000000	-18,824853
1353,906007	1289,555258	10,723438690	38	4,569353896	0,3844251610	1,573670249	0,9442021490	77,49201924	0,2316892230	0,000000000	64,350749
1281,381094	1290,719458	11,100669560	39	3,588864090	0,6688300250	1,468342535	1,5564430870	59,76154117	0,2429813230	0,000000000	-9,338364
1225,052751	1189,790069	10,335955740	115	4,045032049	0,3313157150	1,933344239	0,9964158770	49,44899689	0,1867015660	0,955870639	35,262682
1662,566525	1683,085159	13,422630720	58	4,883371630	0,5122176760	2,241775486	0,8406658070	89,75508603	0,3524071060	2,862595420	-20,518634
1340,695462	1356,227012	12,075241110	165	2,949148490	0,5000132840	1,726932171	1,0627274900	82,33481230	0,1647758970	2,418574653	-15,531550
1384,493274	1401,011998	8,721533882	81	4,628573406	0,2810733490	1,615098867	1,1997877300	55,88242080	0,2323435080	3,773584906	-16,518724
1552,410540	1572,531629	6,785055255	132	3,706428438	0,2251819370	1,917853663	0,8811760070	48,85861790	0,2072836970	1,200300075	-20,121089
1316,343007	1329,186911	10,214164250	150	4,106300841	0,4793533710	1,953214762	1,7234247900	75,34813181	0,2812859050	0,000000000	-12,843904
1303,842396	1328,454077	9,316492483	435	3,486989325	0,4198736940	1,900184430	2,0454926510	67,16593081	0,1117532000	0,700140028	-24,611681
1364,942858	1470,681609	14,513036540	118	4,175737898	0,3805298590	2,379186318	0,7417463230	89,86326676	0,1277763010	0,438116101	-105,738751
2906,954857	2732,177697	16,116626630	334	3,324202156	0,8635174950	4,496562496	3,0529292740	92,94868002	0,1763599140	11,943102520	174,777160
1194,041721	1178,067725	11,266083550	421	3,868035527	0,6140353250	2,161358954	1,6953159300	82,53689507	0,2781804060	0,145680571	15,973996
1238,254545	1301,920733	13,654329860	102	2,911983471	0,3772906930	1,616960115	1,7247574560	99,65864175	0,1761408550	4,283965728	-63,666188
