"IDOferty","CenaPLN","KM","Marka","Model","LiczbaDrzwi","PojemnoscSkokowa","PrzebiegKm","RodzajPaliwa","RokProdukcji","Kolor","KrajPochodzenia","PojazdUszkodzony","SkrzyniaBiegow"
31797,15900,115,"Renault","Megane","4/5",1598,129000,"benzyna",2003,"srebrny-metallic","Polska","Nie","manualna"
31798,21900,120,"Fiat","Bravo","4/5",1910,108000,"olej napędowy (diesel)",2007,"bordowy-metallic","Niemcy","Nie","manualna"
31799,77900,130,"Opel","Insignia","4/5",2000,24000,"olej napędowy (diesel)",2010,"bialy","Polska","Nie","manualna"
31800,46000,124,"Toyota","Auris","4/5",1598,90800,"benzyna",2008,"srebrny-metallic","Polska","Nie","manualna"
31801,29900,90,"Skoda","Superb","4/5",1900,198000,"olej napędowy (diesel)",2005,"czarny-metallic","Niemcy","Nie","automatyczna"
31802,11900,65,"Renault","Clio","4/5",1461,167000,"olej napędowy (diesel)",2003,"bialy","Francja","Nie","manualna"
31803,25000,130,"Audi","A4","4/5",1896,196000,"olej napędowy (diesel)",2003,"niebieski-metallic","Niemcy","Nie","manualna"
31804,23900,115,"Volkswagen","Golf","4/5",1598,125000,"benzyna",2004,"czarny-metallic","Polska","Nie","manualna"
31805,83900,140,"Volkswagen","Passat","4/5",1968,5400,"olej napędowy (diesel)",2011,"czarny-metallic","Polska","Nie","manualna"
31808,51900,120,"Fiat","Sedici","4/5",1598,10000,"benzyna",2010,"brazowy-metallic","Polska","Nie","manualna"
31809,23900,80,"Opel","Astra","4/5",1686,103000,"olej napędowy (diesel)",2007,"granatowy","Polska","Nie","manualna"
31811,25100,90,"Opel","Astra","4/5",1300,98000,"olej napędowy (diesel)",2009,"srebrny-metallic","Polska","Nie","manualna"
31812,27900,97,"Toyota","Corolla","4/5",1400,124000,"benzyna",2006,"srebrny-metallic","Polska","Nie","manualna"
31813,32500,130,"Ford","Mondeo","4/5",1998,167000,"olej napędowy (diesel)",2006,"granatowy-metallic","Niemcy","Nie","manualna"
31814,31900,140,"Volkswagen","Passat","4/5",1968,183500,"olej napędowy (diesel)",2006,"czarny","Niemcy","Nie","manualna"
31815,14500,70,"Fiat","Punto","2/3",1248,89000,"olej napędowy (diesel)",2005,"srebrny","Francja","Nie","manualna"
31817,41500,170,"Volkswagen","Passat","4/5",1996,165200,"olej napędowy (diesel)",2006,"czarny-metallic","Niemcy","Nie","manualna"
31818,36700,140,"Volkswagen","Passat","4/5",1968,160000,"olej napędowy (diesel)",2007,"granatowy-metallic","Niemcy","Nie","manualna"
31819,31500,130,"Audi","A4","4/5",1896,189000,"olej napędowy (diesel)",2004,"granatowy-metallic","Polska","Nie","manualna"
31820,16900,67,"Mercedes-Benz","Vaneo","4/5",1689,200000,"olej napędowy (diesel)",2002,"bialy","Niemcy","Nie","manualna"
31821,34900,150,"Renault","Laguna","4/5",2000,136000,"olej napędowy (diesel)",2007,"szary-metallic","Polska","Nie","manualna"
31822,92900,231,"BMW","730","4/5",3000,102035,"olej napędowy (diesel)",2005,"czarny-metallic","Niemcy","Nie","automatyczna"
31823,10900,115,"Ford","Focus","4/5",1600,220000,"benzyna+LPG",2002,"bialy","Polska","Nie","manualna"
31824,9900,90,"Ford","Focus","4/5",1800,278000,"olej napędowy (diesel)",2001,"srebrny-metallic","Niemcy","Nie","manualna"
31827,7999,84,"Opel","Astra","4/5",1600,236000,"benzyna+LPG",2001,"granatowy-metallic","Polska","Nie","manualna"
31828,18900,110,"Toyota","Corolla","4/5",1600,314900,"benzyna",2003,"srebrny-metallic","Polska","Nie","manualna"
31829,19999,95,"Mercedes-Benz","A 170","4/5",1689,140000,"olej napędowy (diesel)",2004,"srebrny-metallic","Polska","Nie","manualna"
31830,36900,105,"Volkswagen","Golf Plus","4/5",1896,145000,"olej napędowy (diesel)",2008,"srebrny-metallic","Polska","Nie","automatyczna"
31831,38800,140,"Volkswagen","Passat","4/5",1968,172,"olej napędowy (diesel)",2005,"fioletowy-metallic","Niemcy","Nie","manualna"
31832,38800,140,"Volkswagen","Passat","4/5",1968,172,"olej napędowy (diesel)",2005,"fioletowy-metallic","Niemcy","Nie","manualna"
31833,19900,130,"Volkswagen","Passat","4/5",1900,189000,"olej napędowy (diesel)",2002,"grafitowy-metallic","Niemcy","Nie","manualna"
31834,77500,150,"Renault","Latitude","4/5",1995,12000,"olej napędowy (diesel)",2011,"srebrny-metallic","Francja","Nie","manualna"
31836,45900,170,"Skoda","Octavia","4/5",1968,141000,"olej napędowy (diesel)",2007,"niebieski-metallic","Polska","Nie","manualna"
31837,10800,65,"Renault","Thalia","4/5",1390,149500,"benzyna+LPG",2003,"granatowy","Polska","Nie","manualna"
31838,4900,80,"Fiat","Seicento","2/3",1100,140000,"benzyna",2001,"niebieski","Polska","Nie","manualna"
31839,39900,125,"Toyota","Auris","4/5",1600,6400,"benzyna",2009,"czerwony-metallic","Polska","Nie","manualna"
31841,49500,140,"Mercedes-Benz","B 200","4/5",1991,98000,"olej napędowy (diesel)",2007,"srebrny-metallic","Niemcy","Nie","manualna"
31842,71000,140,"Skoda","Octavia","4/5",1968,13100,"olej napędowy (diesel)",2010,"czarny-metallic","Polska","Nie","manualna"
31844,11900,68,"Toyota","Yaris","2/3",998,148000,"benzyna",2002,"zielony-metallic","Polska","Nie","manualna"
31845,37900,140,"Volkswagen","Passat","4/5",2000,151000,"olej napędowy (diesel)",2006,"srebrny-metallic","Niemcy","Nie","manualna"
31846,55500,103,"Ford","Galaxy","4/5",2000,190000,"olej napędowy (diesel)",2008,"zielony-metallic","Niemcy","Nie","manualna"
31847,11000,74,"Skoda","Fabia","4/5",1390,168000,"benzyna",2003,"bialy","Polska","Nie","manualna"
31848,19900,75,"Volkswagen","Golf","2/3",1390,165000,"benzyna",2004,"niebieski-metallic","Niemcy","Nie","manualna"
31849,14900,75,"Skoda","Fabia","4/5",1400,100000,"benzyna",2001,"granatowy-metallic","Niemcy","Nie","manualna"
31850,149900,143,"Audi","A4","4/5",1968,10000,"olej napędowy (diesel)",2011,"brazowy-metallic","Polska","Nie","manualna"
31851,26500,115,"Ford","Galaxy","4/5",1900,212000,"olej napędowy (diesel)",2002,"czarny","Niemcy","Nie","manualna"
31852,22999,130,"Volkswagen","Passat","4/5",1896,230000,"olej napędowy (diesel)",2003,"zloty-metallic","Polska","Nie","manualna"
31853,16500,105,"Skoda","Octavia","4/5",1900,15000,"olej napędowy (diesel)",2011,"niebieski-metallic","Polska","Tak","manualna"
31854,11500,128,"Peugeot","inny","4/5",2800,225000,"olej napędowy (diesel)",2001,"czerwony","Niemcy","Nie","manualna"
31855,64500,218,"BMW","730","4/5",3000,201000,"olej napędowy (diesel)",2004,"czarny-metallic","Niemcy","Nie","automatyczna"
31856,12999,115,"Ford","Focus","4/5",1753,195000,"olej napędowy (diesel)",2001,"grafitowy-metallic","Niemcy","Nie","manualna"
31857,36500,90,"Opel","Astra","4/5",1364,50000,"benzyna",2009,"srebrny-metallic","Niemcy","Nie","manualna"
31858,51500,140,"Volkswagen","Golf","4/5",1968,65588,"olej napędowy (diesel)",2007,"srebrny-metallic","Polska","Nie","manualna"
31859,22900,110,"Peugeot","307","4/5",1600,110668,"olej napędowy (diesel)",2004,"srebrny-metallic","Polska","Nie","manualna"
31860,68500,122,"Volkswagen","Golf","4/5",1390,10358,"benzyna",2009,"grafitowy-metallic","Polska","Nie","manualna"
31861,42600,105,"Volkswagen","Golf Plus","4/5",1900,133000,"olej napędowy (diesel)",2008,"srebrny-metallic","Niemcy","Nie","manualna"
31862,33600,105,"Volkswagen","Passat","4/5",1896,128000,"olej napędowy (diesel)",2006,"czarny-metallic","Niemcy","Nie","manualna"
31864,46900,170,"Audi","A4","4/5",2000,177600,"olej napędowy (diesel)",2006,"granatowy-metallic","Niemcy","Nie","manualna"
31865,48600,110,"Peugeot","Partner","4/5",1600,11000,"olej napędowy (diesel)",2010,"srebrny-metallic","Francja","Nie","manualna"
31866,17500,115,"Ford","Focus","2/3",1753,188900,"olej napędowy (diesel)",2004,"srebrny-metallic","Niemcy","Nie","manualna"
31867,23700,64,"Volkswagen","Polo","4/5",1198,63000,"benzyna",2005,"srebrny-metallic","Niemcy","Nie","manualna"
31881,16117.209,79,"Renault","Laguna","4/5",1870,151829,"olej napędowy (diesel)",2001,"niebieski-metallic","Niemcy","Nie","manualna"
31885,107442.09,171,"Audi","Q7","4/5",2967,148058,"olej napędowy (diesel)",2006,"srebrny-metallic","Francja","Nie","automatyczna"
31890,15223.5,107,"Ford","Mondeo","4/5",1999,163550,"benzyna",2002,"niebieski-metallic","Niemcy","Nie","manualna"
31895,119997,176,"Volkswagen","Touareg","4/5",2967,134000,"olej napędowy (diesel)",2007,"czarny-metallic","Niemcy","Nie","automatyczna"
31896,89548.209,120,"BMW","525","4/5",2497,99484,"olej napędowy (diesel)",2007,"czarny","Niemcy","Nie","automatyczna"
31898,33566.3847,80,"Ford","Focus C-Max","4/5",1560,131220,"olej napędowy (diesel)",2008,"czarny-metallic","Francja","Nie","manualna"
31902,22387.5,85,"Ford","Mondeo","4/5",1998,178990,"olej napędowy (diesel)",2004,"czarny-metallic","Niemcy","Nie","automatyczna"
31906,44625.8097,81,"Ford","Focus C-Max","4/5",1997,121530,"olej napędowy (diesel)",2009,"bialy","Niemcy","Nie","automatyczna"
31908,29085.84,78,"Renault","Scenic","4/5",1461,165000,"olej napędowy (diesel)",2009,"niebieski-metallic","Francja","Nie","manualna"
31909,34011.09,103,"Peugeot","407","4/5",1997,63000,"benzyna",2007,"srebrny-metallic","Francja","Nie","manualna"
31912,13200,75,"Opel","Agila","4/5",1199,112000,"benzyna",2003,"czarny-metallic","Niemcy","Nie","manualna"
31913,31324.59,100,"Ford","Focus","4/5",1997,139000,"olej napędowy (diesel)",2007,"czarny-metallic","Niemcy","Nie","manualna"
31914,25056.09,66,"Ford","Focus","4/5",1560,129000,"olej napędowy (diesel)",2006,"srebrny-metallic","Francja","Nie","manualna"
31915,24160.59,92,"Ford","Focus C-Max","4/5",1798,106000,"benzyna",2003,"niebieski-metallic","Francja","Nie","manualna"
31916,23265.09,80,"Ford","Focus C-Max","4/5",1560,167000,"olej napędowy (diesel)",2004,"czerwony-metallic","Francja","Nie","manualna"
31918,42602.517,80,"Volkswagen","Touran","4/5",1984,42103,"benzyna+CNG",2009,"zolty","Niemcy","Nie","manualna"
31920,20775.6,75,"Skoda","Octavia","4/5",1595,154300,"benzyna",2003,"srebrny-metallic","Niemcy","Nie","manualna"
31921,26685.9,102,"Renault","Laguna","4/5",2188,161000,"olej napędowy (diesel)",2006,"czarny-metallic","Niemcy","Nie","manualna"
31925,10745.8209,55,"Renault","Twingo","2/3",1149,93546,"benzyna",2001,"brazowy-metallic","Niemcy","Nie","manualna"
31927,37431.7209,103,"Skoda","Octavia","4/5",1996,165000,"olej napędowy (diesel)",2006,"czarny-metallic","Niemcy","Nie","automatyczna"
31928,13790.7,51,"Toyota","Yaris","2/3",998,52914,"benzyna",2009,"czerwony","Niemcy","Nie","manualna"
31929,9850.3209,44,"Peugeot","106","4/5",1124,76500,"benzyna",2001,"niebieski","Niemcy","Nie","manualna"
31930,39402,59,"Skoda","Fabia","4/5",1422,49000,"olej napędowy (diesel)",2010,"bialy","Francja","Nie","manualna"
31931,13790.7,59,"Skoda","Fabia","4/5",1422,104097,"olej napędowy (diesel)",2006,"niebieski-metallic","Niemcy","Nie","manualna"
31934,15044.4,66,"Peugeot","Partner","4/5",1997,134000,"olej napędowy (diesel)",2002,"srebrny","Niemcy","Nie","manualna"
31935,30088.8,74,"Skoda","Octavia","4/5",1896,165300,"olej napędowy (diesel)",2008,"niebieski-metallic","Niemcy","Nie","manualna"
31937,12519.09,70,"Renault","Kangoo","4/5",1598,117220,"benzyna",2002,"niebieski-metallic","Niemcy","Nie","manualna"
31938,40297.5,103,"Skoda","Octavia","4/5",1998,185797,"olej napędowy (diesel)",2006,"czerwony","Niemcy","Nie","manualna"
31945,16835.4,92,"Opel","Zafira","4/5",1796,133457,"benzyna",2001,"zielony-metallic","Niemcy","Nie","manualna"
31946,17014.5,74,"Ford","Focus","4/5",1596,84000,"benzyna",2002,"niebieski-metallic","Niemcy","Nie","manualna"
31947,26685.9,96,"Skoda","Octavia","4/5",1896,161000,"olej napędowy (diesel)",2003,"niebieski-metallic","Niemcy","Nie","manualna"
31949,25969.5,132,"Audi","A4","4/5",2496,227894,"olej napędowy (diesel)",2002,"czarny-metallic","Niemcy","Nie","manualna"
31951,28476.9,74,"Ford","Focus","4/5",1596,130480,"benzyna",2007,"niebieski-metallic","Niemcy","Nie","manualna"
31952,36566.1306,77,"Volkswagen","Golf","4/5",1896,157000,"olej napędowy (diesel)",2009,"czarny-metallic","Niemcy","Nie","manualna"
31953,29700.6903,88,"Opel","Vectra","4/5",1900,178000,"olej napędowy (diesel)",2007,"srebrny-metallic","Niemcy","Nie","manualna"
31954,26685.9,74,"Ford","Focus","4/5",1596,112346,"benzyna",2005,"srebrny-metallic","Niemcy","Nie","manualna"
31955,24894.9,96,"Volkswagen","Passat","4/5",1896,174000,"olej napędowy (diesel)",2001,"niebieski-metallic","Niemcy","Nie","manualna"
31956,28208.25,80,"Ford","Focus","4/5",1560,175000,"olej napędowy (diesel)",2008,"niebieski","Niemcy","Nie","manualna"
31957,23103.9,88,"Renault","Scenic","4/5",1870,146000,"olej napędowy (diesel)",2003,"niebieski-metallic","Niemcy","Nie","manualna"
31958,19521.9,60,"Renault","Kangoo","4/5",1461,139000,"olej napędowy (diesel)",2004,"srebrny-metallic","Niemcy","Nie","manualna"
31959,21312.9,80,"Peugeot","206","4/5",1600,32768,"benzyna",2003,"czerwony-metallic","Francja","Nie","automatyczna"
31960,65729.7,110,"Renault","Koleos","4/5",1995,128000,"olej napędowy (diesel)",2008,"czarny-metallic","Francja","Nie","manualna"
31961,53550.9,92,"Opel","Zafira","4/5",1686,128142,"olej napędowy (diesel)",2008,"czarny","Francja","Nie","manualna"
31962,50000,105,"Volkswagen","Polo","4/5",1197,16000,"benzyna",2010,"srebrny-metallic","Polska","Nie","manualna"
31963,47970,140,"Ford","Mondeo","4/5",2000,127000,"olej napędowy (diesel)",2009,"srebrny-metallic","Francja","Nie","manualna"
31964,12900,75,"Peugeot","206","2/3",1360,134000,"benzyna",2005,"niebieski-metallic","Niemcy","Nie","manualna"
31965,49900,177,"Mercedes-Benz","E 270","4/5",2685,157000,"olej napędowy (diesel)",2003,"czarny-metallic","Niemcy","Nie","automatyczna"
31966,10600,68,"Toyota","Yaris","2/3",998,120224,"benzyna",2001,"czarny-metallic","Niemcy","Nie","manualna"
31967,12200,107,"Renault","Laguna","4/5",1600,145000,"benzyna",2001,"srebrny-metallic","Niemcy","Nie","manualna"
31968,26500,130,"Ford","Mondeo","4/5",2000,132000,"olej napędowy (diesel)",2005,"niebieski-metallic","Niemcy","Nie","manualna"
31970,22500,100,"Opel","Astra","4/5",1686,184000,"olej napędowy (diesel)",2004,"zielony-metallic","Niemcy","Nie","manualna"
31972,34300,112,"Renault","Scenic","4/5",1598,15000,"benzyna",2008,"szary-metallic","Niemcy","Nie","manualna"
31973,49900,163,"Mercedes-Benz","ML 270","4/5",2685,248000,"olej napędowy (diesel)",2005,"srebrny-metallic","Niemcy","Nie","automatyczna"
31974,23900,125,"Opel","Vectra","4/5",2200,187000,"olej napędowy (diesel)",2002,"srebrny-metallic","Niemcy","Nie","manualna"
31975,41900,103,"Audi","A4","4/5",1968,163000,"olej napędowy (diesel)",2005,"grafitowy-metallic","Niemcy","Nie","manualna"
31976,10900,75,"Volkswagen","Polo","2/3",1400,196000,"benzyna",2001,"srebrny-metallic","Polska","Nie","manualna"
31977,12600,60,"Opel","Corsa","2/3",998,154000,"benzyna",2004,"wisniowy-metallic","Niemcy","Nie","manualna"
31979,5990,54,"Fiat","Seicento","2/3",1108,78000,"benzyna",2003,"granatowy","Polska","Nie","manualna"
31982,10950,60,"Ford","Fiesta","4/5",1299,150000,"benzyna",2002,"czarny","Polska","Nie","manualna"
31983,47000,224,"Mercedes-Benz","E 320","4/5",3200,195000,"benzyna+LPG",2002,"srebrny-metallic","Niemcy","Nie","automatyczna"
31984,14300,70,"Opel","Corsa","2/3",1248,149000,"olej napędowy (diesel)",2004,"szary-metallic","Niemcy","Nie","manualna"
31985,10900,136,"Peugeot","307","4/5",2000,204000,"benzyna",2002,"zielony-metallic","Polska","Nie","manualna"
31986,35800,105,"Skoda","Octavia","4/5",1900,80000,"olej napędowy (diesel)",2007,"zloty-metallic","Polska","Nie","manualna"
31988,21500,170,"BMW","520","4/5",2200,150000,"benzyna",2001,"srebrny-metallic","Niemcy","Nie","manualna"
31989,29500,80,"Skoda","Fabia","4/5",1400,68229,"benzyna",2007,"srebrny-metallic","Polska","Nie","manualna"
31990,51580.8,77,"Volkswagen","Passat","4/5",1896,159000,"olej napędowy (diesel)",2009,"brazowy-metallic","Francja","Nie","manualna"
31995,20954.7,66,"Peugeot","307","4/5",1560,131253,"olej napędowy (diesel)",2005,"szary-metallic","Francja","Nie","manualna"
31997,44595.9,166,"Ford","Focus","2/3",2521,87315,"benzyna",2007,"bialy","Niemcy","Nie","manualna"
32007,43879.5,103,"Volkswagen","Passat","4/5",1968,166228,"olej napędowy (diesel)",2006,"niebieski-metallic","Niemcy","Nie","manualna"
32008,19520.109,65,"Peugeot","206","4/5",1360,112000,"benzyna",2005,"brazowy-metallic","Francja","Nie","manualna"
32010,24894.9,43,"Renault","Twingo","2/3",1149,68100,"benzyna",2008,"czerwony","Niemcy","Nie","manualna"
32011,48177.9,166,"Ford","Focus","2/3",2522,87566,"benzyna",2007,"czarny-metallic","Niemcy","Nie","manualna"
32012,141309.9,171,"Audi","Q7","4/5",2967,158781,"olej napędowy (diesel)",2006,"czarny-metallic","Niemcy","Nie","automatyczna"
32016,35461.8,77,"Volkswagen","Caddy","4/5",1896,163000,"olej napędowy (diesel)",2004,"zielony-metallic","Niemcy","Nie","manualna"
32018,25000,120,"Opel","Astra","4/5",1910,166000,"olej napędowy (diesel)",2005,"czarny-metallic","Niemcy","Nie","manualna"
32019,24900,129,"Mercedes-Benz","C 180","2/3",2000,155000,"benzyna",2001,"czarny","Niemcy","Nie","manualna"
32020,10900,54,"Fiat","Panda","4/5",1108,83000,"benzyna",2004,"czerwony","Polska","Nie","manualna"
32021,22500,109,"Ford","Focus","4/5",1560,169000,"olej napędowy (diesel)",2005,"niebieski-metallic","Polska","Nie","manualna"
32022,36500,115,"Skoda","Octavia","4/5",1598,138000,"benzyna",2008,"srebrny-metallic","Polska","Nie","manualna"
32024,54900,140,"Ford","S-Max","4/5",1997,72000,"olej napędowy (diesel)",2007,"wisniowy-metallic","Niemcy","Nie","manualna"
32025,41900,103,"Volkswagen","Passat","4/5",1968,141000,"olej napędowy (diesel)",2007,"czarny-metallic","Niemcy","Nie","manualna"
32028,92900,180,"Opel","Insignia","4/5",1598,2700,"benzyna",2010,"czarny","Polska","Nie","manualna"
32029,36900,150,"Opel","Vectra","4/5",1900,128000,"olej napędowy (diesel)",2008,"granatowy-metallic","Niemcy","Nie","manualna"
32030,29900,75,"Renault","Clio","4/5",1149,24500,"benzyna",2009,"niebieski-metallic","Polska","Nie","manualna"
32031,49900,1400,"Toyota","Avensis","4/5",2000,58000,"benzyna",2008,"grafitowy-metallic","Polska","Nie","manualna"
32032,17900,78,"Fiat","Punto","4/5",1400,126000,"benzyna+LPG",2007,"szary-metallic","Polska","Nie","manualna"
32033,17999,85,"Renault","Modus","4/5",1461,106000,"olej napędowy (diesel)",2005,"bordowy-metallic","Niemcy","Nie","manualna"
32034,26847.09,66,"Ford","Focus","4/5",1560,118000,"olej napędowy (diesel)",2007,"niebieski-metallic","Francja","Nie","manualna"
32035,107280.9,190,"BMW","630","2/3",2996,87000,"benzyna",2006,"srebrny-metallic","Niemcy","Nie","automatyczna"
32036,88654.5,245,"BMW","645","2/3",4398,158000,"benzyna",2004,"niebieski-metallic","Niemcy","Nie","automatyczna"
32037,116400,200,"Peugeot","RCZ","2/3",1598,4000,"benzyna",2010,"czarny-metallic","Polska","Nie","manualna"
32038,61000,103,"Volkswagen","Passat","4/5",1968,31000,"olej napędowy (diesel)",2009,"srebrny-metallic","Niemcy","Nie","automatyczna"
32039,74000,110,"Renault","Koleos","4/5",1995,40000,"olej napędowy (diesel)",2009,"srebrny-metallic","Niemcy","Nie","manualna"
32040,17200,130,"Volkswagen","Golf","4/5",1898,168000,"olej napędowy (diesel)",2001,"niebieski-metallic","Niemcy","Nie","automatyczna"
32041,142900,170,"Volkswagen","Passat CC","4/5",1968,10200,"olej napędowy (diesel)",2010,"grafitowy-metallic","Niemcy","Nie","automatyczna"
32046,33581.25,103,"Volkswagen","Passat","4/5",1968,155000,"olej napędowy (diesel)",2006,"niebieski-metallic","Niemcy","Nie","manualna"
32048,14310.09,80,"Peugeot","307","4/5",1587,118122,"benzyna",2002,"zielony-metallic","Niemcy","Nie","manualna"
32049,64296.9,100,"Toyota","RAV-4","4/5",2231,81338,"olej napędowy (diesel)",2007,"czarny-metallic","Francja","Nie","manualna"
32053,10566.9,75,"Renault","Megane","4/5",1870,218000,"olej napędowy (diesel)",2001,"zielony-metallic","Niemcy","Nie","manualna"
32055,20417.4,66,"Volkswagen","Golf","4/5",1896,186300,"olej napędowy (diesel)",2001,"niebieski-metallic","Niemcy","Nie","manualna"
32056,43133.3694,103,"Volkswagen","Passat","4/5",1968,102855,"olej napędowy (diesel)",2007,"srebrny-metallic","Niemcy","Nie","manualna"
